label,text
polar_question,Are you grateful now?
statement,This is your moment of forgiveness.
exclamation,How freeing this release feels!
command,Be forgiving now.
polar_question,Are you forgiving now?
statement,This is your moment of acceptance.
exclamation,How accepting this allowance feels!
command,Be accepting now.
polar_question,Are you accepting now?
statement,This is your moment of patience.
exclamation,How patient this tolerance feels!
command,Be patient now.
polar_question,Are you patient now?
statement,This is your moment of humility.
exclamation,How humble this modesty feels!
command,Be humble now.
polar_question,Are you humble now?
statement,This is your moment of service.
exclamation,How serving this giving feels!
command,Be of service now.
polar_question,Are you of service now?
statement,This is your moment of contribution.
exclamation,How contributing this sharing feels!
command,Contribute now.
polar_question,Are you contributing now?
statement,This is your moment of impact.
exclamation,How impactful this influence feels!
command,Make an impact now.
polar_question,Are you making an impact now?
statement,This is your moment to matter.
exclamation,How mattering this significance feels!
command,Matter now.
polar_question,Are you mattering now?
statement,This is your moment to belong.
exclamation,How belonging this connection feels!
command,Belong now.
polar_question,Are you belonging now?
statement,This is your moment to connect.
exclamation,How connecting this bonding feels!
command,Connect now.
polar_question,Are you connecting now?
statement,This is your moment to love.
exclamation,How loving this caring feels!
command,Love now.
polar_question,Are you loving now?
statement,This is your moment to be loved.
exclamation,How loved this cherishing feels!
command,Accept that you are loved now.
polar_question,Do you accept that you are loved now?
statement,This is your moment to be enough.
exclamation,How enough this sufficiency feels!
command,Know that you are enough now.
polar_question,Do you know that you are enough now?
statement,This is your moment to be whole.
exclamation,How whole this completeness feels!
command,Know that you are whole now.
polar_question,Do you know that you are whole now?
statement,This is your moment to be perfect.
exclamation,How perfect this imperfection feels!
command,Know that you are perfect now.
polar_question,Do you know that you are perfect now?
statement,This is your moment to be divine.
exclamation,How divine this sacredness feels!
command,Know that you are divine now.
polar_question,Do you know that you are divine now?
statement,This is your moment to be eternal.
exclamation,How eternal this timelessness feels!
command,Know that you are eternal now.
polar_question,Do you know that you are eternal now?
statement,This is your moment to be infinite.
exclamation,How infinite this boundlessness feels!
command,Know that you are infinite now.
polar_question,Do you know that you are infinite now?
statement,This is your moment to be unlimited.
exclamation,How unlimited this freedom feels!
command,Know that you are unlimited now.
polar_question,Do you know that you are unlimited now?
statement,This is your moment to be free.
exclamation,How free this liberation feels!
command,Be free now.
polar_question,Are you free now?
statement,This is your moment to be happy.
exclamation,How happy this joy feels!
command,Be happy now.
polar_question,Are you happy now?
request,Could you send me the project files when you get a chance?
request,Would you be able to cover for me on Friday afternoon?
request,Can you review my draft before I submit it tomorrow?
request,Would you mind proofreading this email before I send it?
request,Could you forward that document to the whole team please?
request,May I have an extension on the deadline for this report?
request,Could you copy me on those email threads going forward?
request,Would you please update the project tracker with the latest status?
request,Can you arrange a call with the client for next Tuesday?
request,Would you be available for a quick meeting this afternoon?
request,Could you take notes during the presentation today?
request,May I use the conference room at two o'clock?
request,Would you mind sending me the invoice once it's ready?
request,Can you let me know when the shipment arrives?
request,Could you prepare a summary of the key findings?
request,Would you be willing to mentor the new intern this quarter?
request,May I ask you to reconsider the budget allocation?
request,Could you translate this document into Spanish for me?
request,Would you please confirm receipt of this email?
request,Can you share the login credentials for the shared drive?
request,Could you set up the projector before the meeting starts?
request,Would you be able to handle my calls while I'm out?
request,May I delegate this task to someone with more bandwidth?
request,Can you double-check the figures in the financial report?
request,Could you let the team know about the schedule change?
request,Would you mind rescheduling our one-on-one to Thursday?
